,ASIN,name,price,merchantInfo,isPrime,customerReview,customerReviewCount,description,byLineInfo,Kindle Store,Kindle eBooks,Literature & Fiction,features,publisher,publication date,language,file size,texttospeech,screen reader,enhanced typesetting,xray,word wise,sticky notes,print length,best sellers rank,simultaneous device usage,page numbers source isbn,Books,Teen & Young Adult,paperback,isbn13,reading age,item weight,dimensions,Children's Books,Comics & Graphic Novels,hardcover,isbn10,lexile measure,grade level,Genre Fiction,Graphic Novels,Animals,Science Fiction & Fantasy,Fantasy,Science Fiction,Adventure,listening length,author,narrator,whispersync for voice,audiblecom release date,program type,version,United States,Family Life,Computers & Technology,"Mystery, Thriller & Suspense",Thrillers & Suspense,Travel,Specialty Travel,"Fairy Tales, Folk Tales & Myths",History & Criticism,Action & Adventure,Mystery,"Activities, Crafts & Games",Children's eBooks,Growing Up & Facts of Life,"Comics, Manga & Graphic Novels",Historical,History,Manga,Crime,Reference,"Writing, Research & Publishing Guides",Light Novels,Magical Realism,Religions,Australia & Oceania,Sea Stories,Science & Math,Biological Sciences,Romance,Short Stories & Anthologies,Audible Books & Originals,Paranormal & Urban,Contemporary,"TV, Movie, Video Game Adaptations",Humor & Entertainment,Epic,Horror,Dark Fantasy,Paranormal,Urban,Erotica,Mythology & Folk Tales,Myths & Legends,Asian,Cultural Heritage,Arts & Photography,Politics & Social Sciences,Politics & Government,Family Saga,LGBTQ+ Books,Women's Fiction,Police Procedurals,Humor & Satire,Dark Humor,Anthologies,Psychological Thrillers,Biographical,Women Sleuths,Cozy,Crafts & Hobbies,mass market paperback,Suspense,Biographies & Memoirs,True Crime,Crime & Criminal Biographies,Traditional Detectives,Coming of Age,International & World Politics,Russia & Soviet Union,Asia,Education & Teaching,Schools & Teaching,Religion & Spirituality,Spirituality,"Arts, Music & Photography",Engineering & Transportation,Engineering,Americas,Medical Books,Medicine,Parenting & Relationships,Military,Education & Reference,Self-Help,Biographies,Philosophy,Social Sciences,Geography & Cultures,Community & Culture,Business & Money,Management & Leadership,New Age & Spirituality,World,Professionals & Academics,"Crafts, Hobbies & Home",Leaders & Notable People,Pets & Animal Care,"Cookbooks, Food & Wine",Regional & International,Spies & Politics,Political,War,Sociology,World Literature,Latino American,Movies,Psychological,Christian Books & Bibles,Sports & Outdoors,"Science, Nature & How It Works",Office Products,Office & School Supplies,"Tape, Adhesives & Fasteners",Psychology,Architecture,Internal Medicine,Pathology,Forensic Medicine,Home Improvement & Design,Specific Topics,Intelligence & Espionage,Mysticism,leather bound,Alien Invasion,Hard Science Fiction,Metaphysical & Visionary,Technothrillers,Space Opera,Social & Family Issues,Family,Superheroes,Dystopian,Themes,Humorous,#1 in kindle singles,Ghosts,Gothic
855,0547577095,number the stars: a newbery award winner,6.95,jenson books inc,True,4.7,18502.0,the unforgettable newbery medal–winning novel from lois lowry as the german troops begin their campaign to relocate all the jews of denmark annemarie johansen’s family takes in annemarie’s best friend ellen rosen and conceals her as part of the familythrough the eyes of tenyearold annemarie we watch as the danish resistance smuggles almost the entire jewish population of denmark nearly seven thousand people across the sea to sweden the heroism of an entire nation reminds us that there was pride and human decency in the world even during a time of terror and wara modern classic of historical fiction number the stars has won generations of fans and continues to speak to todays readers jessica grose wrote in a november 2022 new york times essay entitled this perfect motherdaughter read holds a powerful lesson for fighting antisemitism “number the stars is particularly relevant to our family and to this momentas school library journal put it readers are taken to the very heart of annemaries experience and through her eyes come to understand the true meaning of bravery the giver gathering blue messenger son number the stars discover more books by lois lowry twelveyearold jonas lives in a seemingly ideal world not until he is given his life assignment as the receiver does he begin to understand the dark secrets behind his fragile community left orphaned and physically flawed young kira faces a frightening uncertain future she struggles with ever broadening responsibilities in her quest for truth discovering things that will change her life forever once a utopian community that prided itself on welcoming strangers village will soon be cut off to all outsiders matty must deliver the message of village’s closing and try to convince seer’s daughter kira to return with him before it’s too late claire will stop at nothing to find her child even if it means making an unimaginable sacrifice in this thrilling series finale son thrusts readers once again into the chilling world of the giver through the eyes of tenyearold annemarie we watch as the danish resistance smuggles almost the entire jewish population of denmark nearly seven thousand people across the sea to sweden,lois lowry,,,,[],clarion books reissue edition (may 2 2011),,english,,,,,,,,,798.0,,,1.0,,160 pages,9780547577098,9  11 years from customers,44 ounces,512 x 038 x 762 inches,1.0,,,0547577095,670l,5  7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,B077ZJX1CY,"brad meltzer books in order: culper ring series, ordinary people change the world series (i am books), buffy the vampire slayer series, graphic novels, ... and nonfiction. (series order book 24)",,,True,3.7,14.0, ,book list guru,1.0,1.0,1.0,[],,december 14 2017,english,622 kb,enabled,supported,enabled,not enabled,enabled,on kindle scribe,31 pages,428041.0,unlimited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,B0C94NH6T2,the leo tolstoy complete collection: war and peace; anna karenina; resurrection; short stories; novellas; and non-fiction,,,True,4.1,29.0,leo tolstoy the complete collection includes unabridged recordings of leo tolstoys 3 timeless novels all his major novellas and short stories and 4 renowned works of nonfiction in one audiobook all read by audie awardwinning narrators this audiobook is fully indexed once downloaded each book and chapter will be listed so you can easily navigate to the individual sectionwar and peace – tolstoys epic masterpiece intertwines the lives of private and public individuals during the time of the napoleonic wars and the french invasion of russia the fortunes of the rostovs and the bolkonskys of pierre natasha and andrei are intimately connected with the national history that is played out in parallel with their lives balls and soirées alternate with councils of war and the machinations of statesmen and generals scenes of violent battles with everyday human passions in a work whose extraordinary imaginative power has never been surpassed the prodigious cast of characters both great and small seem to act and move as if connected by threads of destiny as the novel relentlessly questions ideas of free will fate and providence yet tolstoys portrayal of marital relations and scenes of domesticity is as truthful and poignant as the grand themes that underlie themanna karenina – the heroine of tolstoys epic of love and selfdestruction anna karenina has beauty wealth popularity and an adored son but feels that her life is empty until she encounters the impetuous officer count vronsky their subsequent affair scandalizes society and family alike and brings jealousy and bitterness in its wake contrasting with this is the vividly observed story of levin a man striving to find contentment and a meaning to his life  and also a selfportrait of tolstoy himselfresurrection – it tells the story of a noblemans attempt to redeem the suffering his youthful philandering inflicted on a peasant girl who ends up a prisoner in siberia tolstoys vision of redemption achieved through loving forgiveness and his condemnation of violence dominate the novel an intimate psychological tale of guilt anger and forgiveness resurrection is at the same time a panoramic description of social life in russia at the end of the nineteenth century reflecting its authors outrage at the social injustices of the world in which he livednovellas and short storiesthe death of ivan ilyichchildhood boyhood youthfamily happinessthe cossacksthe kreutzer sonatathe forged couponhadji muratsevastopol sketchesthe coffeehouse of suratmaster and manhow much land does a man needalyosha the potivan the foolnonfictionthe kingdom of god is within youa confessionthe inevitable revolutionwhat is art read more ,leo tolstoy,,,1.0,[],snr audio,,english,,,,,,,,,6702.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,186 hours and 39 minutes,leo tolstoy,jonathan keeble malk williams emma gregory,,june 26 2023,audiobook,unabridged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,0998755869,the line of splendor: a novel of nathanael greene and the american revolution,17.5,,True,4.5,54.0, ,salina b baker,,,1.0,[],culper press (october 12 2023),,english,,,,,,,,,141293.0,,,1.0,,622 pages,9780998755861,,198 pounds,6 x 138 x 9 inches,,,,0998755869,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,B09YRCNQHB,reminiscences of a stock operator,0.49,,True,4.6,4163.0,reminiscences of a stock operator is a fictitious account of jesse livermores trading career it chronicles his life from the time he was 15 years old and made his first $1000 to becoming a wall street superstar see how he learned the ropes of trading the hard way by losing everything and then making it back readers are still benefiting greatly from livermores experience decades after it was first publishedthese chapters include lengthy statements from livermore and are based on a series of interviews conducted by leading financial writer richard d wyckoff he talks about how to figure out what stocks to buy and when as well as the psychology of trading and how to get started read more ,edwin lefevre,1.0,1.0,,[],sas books (april 22 2022),april 22 2022,english,1223 kb,enabled,supported,enabled,enabled,enabled,on kindle scribe,324 pages,46097.0,,1983011118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,B0044KQ0C4,the story of philosophy: the lives and opinions of the greater philosophers,,,True,4.5,2305.0,the product of 11 years of research the story of philosophy is an endlessly inspiring and instructive chronicle of the world’s greatest thinkers from socrates to santayana written with exacting and scrupulous scholarship it was designed both to command the respect of educators and to capture the interest of the layman durant lucidly describes the philosophical systems of such worldfamous “monarchs of the mind” as plato aristotle francis bacon spinoza kant voltaire and nietzsche along with their ideas he offers their fleshandblood biographies placing their thoughts within their own time and place and elucidating their influence on our modern intellectual heritage this book is packed with wisdom and witwill durant (18851981) was awarded the pulitzer prize and the presidential medal of freedom he spent over 50 years writing his critically acclaimed 11volume series the story of civilization a champion of humanrights issues such as social reform and the brotherhood of man long before they were popular he continues to educate and entertain readers and listeners worldwide through his writings read more ,grover gardner,,,,[],blackstone audio inc,,english,,,,,,,,,18469.0,,,1.0,,,,,,,,,,,,,,,,,,,,19 hours and 27 minutes,will durant,grover gardner,ready,september 24 2010,audiobook,unabridged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,1642595136,flying kites: a story of the 2013 california prison hunger strike,6.61,reds corner,True,4.3,3.0, ,project novel graphic stanford,,,,[],haymarket books (june 8 2021),,english,,,,,,,,,1631950.0,,,1.0,,144 pages,9781642595130,,8 ounces,575 x 05 x 875 inches,,,,1642595136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,0307464970,the harlem hellfighters,12.69,dream books co,True,4.6,615.0, ,max brooks,,,,[],del rey novalue edition (april 1 2014),,english,,,,,,,,,50452.0,,,1.0,,272 pages,9780307464972,8  12 years,1 pounds,609 x 063 x 91 inches,,1.0,,0307464970,gn780l,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,B0BGRVKFRH,the problems of philosophy,0.75,,True,4.4,1039.0, ,bertrand russell,1.0,1.0,,[],grapevine india (september 24 2022),september 24 2022,english,360 kb,enabled,supported,enabled,not enabled,enabled,on kindle scribe,137 pages,154815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,B07BYXSLF4,the tattooist of auschwitz: a novel,,,True,4.6,161407.0,this beautiful illuminating tale of hope and courage is based on interviews that were conducted with holocaust survivor and auschwitzbirkenau tattooist ludwig (lale) sokolov  an unforgettable love story in the midst of atrocityin april 1942 lale sokolov a slovakian jew is forcibly transported to the concentration camps at auschwitzbirkenau when his captors discover he speaks several languages he is put to work as a tätowierer (the german word for tattooist) tasked with permanently marking his fellow prisonersimprisoned for more than two and a half years lale witnesses horrific atrocities and barbarism  but also incredible acts of bravery and compassion risking his own life he uses his privileged position to exchange jewels and money from murdered jews for food to keep his fellow prisoners aliveone day in july 1942 lale prisoner 32407 comforts a trembling young woman waiting in line to have the number 34902 tattooed onto her arm her name is gita and in that first encounter lale vows to somehow survive the camp and marry hera vivid harrowing and ultimately hopeful recreation of lale sokolovs experiences as the man who tattooed the arms of thousands of prisoners with what would become one of the most potent symbols of the holocaust the tattooist of auschwitz is also a testament to the endurance of love and humanity under the darkest possible conditions read more ,heather morris,,,1.0,[],harperaudio,,english,,,,,,,,,2454.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,7 hours and 25 minutes,heather morris,richard armitage,ready,september 04 2018,audiobook,unabridged,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,0978924622,outlining your novel: map your way to success (helping writers become authors),11.79,purple ukulele mercantile,True,4.5,2532.0,can outlining help you write a better storywriters often look upon outlines with fear and trembling but when properly understood and correctly wielded the outline is one of the most powerful weapons in a writer’s arsenaloutlining your novel map your way to success willhelp you choose the right type of outline for youguide you in brainstorming plot ideasaid you in discovering your charactersshow you how to structure your scenesexplain how to format your finished outlineinstruct you in how to use your outlinereveal the benefitsdispel the misconceptionsincludes exclusive interviews with ten respected authors answering important questions about outliningoutlining can organize your writing and help you take your stories to the next level find out how read more ,k m weiland,,,,[],penforasword 612011 edition (july 1 2011),,english,,,,,,,,,56390.0,,,1.0,,192 pages,9780978924621,,8 ounces,55 x 044 x 85 inches,,,,0978924622,,4  6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,B093TPQD82,olga dies dreaming: a novel,,,True,4.3,5793.0,all three narrators are puertorican born and deliver the spanish passages with musical grace thereby enhancing an already fine novel (the washington post)“the narrators’ accents and codeshifting create a vibrant auditory experience in particular guerra’s luscious voice conveys olga’s transformation from fighter to a compassionate woman as she overcomes dualities and finds wholeness within herself”–bookpagea blazing new talent debuts with the story of a statusdriven wedding planner grappling with her absent mother her glittering career amongst new york’s elite and her puerto rican roots in the wake of hurricane mariait’s 2017 and olga and her brother pedro “prieto” acevedo” are boldfaced names in their hometown of new york prieto is a popular congressman representing their gentrifying latinx neighborhood in brooklyn while olga is the tony wedding planner for manhattan’s powerbrokersdespite their alluring public lives behind closed doors things are far less rosy sure olga can orchestrate the love stories of the one percent but she can’t seem to find her ownuntil she meets matteo who forces her to confront the effects of longheld family secretstwentyseven years ago their mother blanca a young lordturnedradical abandoned her children to advance a militant political cause leaving them to be raised by their grandmother now with the winds of hurricane season blanca has come barreling back into their livesset against the backdrop of new york city in the months surrounding the most devastating hurricane in puerto rico’s history olga dies dreaming is a story that examines political corruption familial strife and the very notion of the american dream—all while asking what it really means to weather a storma macmillan audio production from flatiron books read more ,xochitl gonzalez,,,1.0,[],macmillan audio,,english,,,,,,,,,10190.0,,,,,,,,,,,,,,,,,,,,,,,11 hours and 42 minutes,xochitl gonzalez,almarie guerra ins del castillo armando riesco,ready,january 04 2022,audiobook,unabridged,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,1631497510,mcu: the reign of marvel studios,23.0,bellwetherbooks,True,4.6,419.0,instant new york times bestsellera superb chronicle of how marvel studios conquered hollywood… this definitive account of the hollywood juggernaut thrills ―publishers weekly starred review the unauthorized behindthescenes story of the stunning rise―and suddenly uncertain reign―of the most transformative cultural phenomenon of our time the marvel cinematic universe marvel entertainment was a moribund toymaker not even twenty years ago today marvel studios is the dominant player both in hollywood and in global pop culture how did an upstart studio conquer the world in mcu beloved culture writers joanna robinson dave gonzales and gavin edwards draw on more than a hundred interviews with actors producers directors and writers to present the definitive chronicle of marvel studios and its sole ongoing production the marvel cinematic universe for all its outward success the studio was forged by nearconstant conflict from the contentious hiring of robert downey jr for its 2008 debut iron man all the way up to the disappointment of antman and the wasp quantumania and shocking departures of multiple marvel executives in 2023 throughout the authors demonstrate that the original genius of marvel was its resurrection and modification of hollywood’s old studio system but will it survive its own spectacular achievements dishy and authoritative mcu is the first book to tell the marvel studios story in full―and an essential effervescent account of american mass culture read more ,joanna robinson,,,,[],liveright (october 10 2023),,english,,,,,,,,,3927.0,,,1.0,,,9781631497513,,171 pounds,65 x 17 x 96 inches,,,528 pages,1631497510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,1426375964,greeking out: epic retellings of classic greek myths,17.99,,True,4.8,119.0, ,kenny curtis,,,,[],national geographic kids media tiein edition (september 19 2023),,english,,,,,,,,,6720.0,,,1.0,,,9781426375965,6  10 years from customers,14 pounds,74 x 064 x 941 inches,1.0,,192 pages,1426375964,870l,3  7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,9627866350,"the fantastic flatulent fart brothers' big book of farty facts: an illustrated guide to the science, history, and art of farting (humorous reference book for preteen kids age 8 -12",8.99,jenson books inc,True,4.7,5008.0,how much do you know about fartsdid you know it would take just nine farts from every person on earth to power an atomic bomb that fish farts nearly triggered a war against russia that womens farts smell worse than mens pfwoort its all in this bookdid you know that inhaling farts is healthy yet people fart after death that you can get a job as a professional fart smeller that farting is illegal in africa but polite in south america heard any ancient babylonian fart jokes lately blorrrk its all in this bookdo you know the fartiest animal on earth the fartiest food know how many farts you inhale on a crosscountry flight can farts power astronauts through space fweeeet its all in this bookdo you secretly think farts are not only funny but fascinating then you should read this gaspowered illustrated encyclopedia about the windy and wacky science history and art of musical gas makes a perfect gag gift or bathroom readplease note that this is the americanspelling edition read more fun facts vol 1 fun facts vol 2 fun facts vol 3 the brothers save the world the brothers go to the moon ages 812 ✓ ✓ ✓ ✓ ✓ genre fun facts fun facts fun facts adventure novel adventure novel,md whalen,,,,[],top floor books illustrated edition (june 21 2017),,english,,,,,,,,,15649.0,,,1.0,,140 pages,9789627866350,7  10 years from customers,59 ounces,525 x 036 x 8 inches,1.0,,,9627866350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
