,ASIN,name,price,merchantInfo,isPrime,customerReview,customerReviewCount,description,byLineInfo,Home & Kitchen,Vacuums & Floor Care,Vacuums,Upright Vacuums,features,brand,special feature,included components,is cordless,capacity,form factor,color,model name,product dimensions,amperage,manufacturer,number of items,controller type,control method,style,item weight,country of origin,item model number,best sellers rank,batteries required,surface recommendation multi surface,voltage 120 volts,Stick Vacuums & Electric Brooms,filter type,wattage,runtime,noise level,portable,batteries,specific instructions for use,surface recommendation hard floor lowpile carpet tile floor marble floor sofa car see more,voltage 120 volts (dc),surface recommendation hardwood marble floor low pile carpet rugs carpet tile floor see more,voltage 600 volts,recommended uses for product,warranty description,surface recommendation carpetshard floorsupholstery,voltage 252 volts,power source,is discontinued by manufacturer,assembly required,number of pieces,battery life,connectivity technology,care instructions,surface recommendation hardwoods upholstery carpet,surface recommendation upholstery,voltage 22 volts,indooroutdoor usage,surface recommendation hard floor,item dimensions lxwxh,date first available,voltage 220 volts,surface recommendation dual action,item weight 243 pounds,surface recommendation carpethard floor,part number,item package quantity,special features,batteries included,surface recommendation floor carpet,cleaning path width,department,specifications,import,surface recommendation hard floor hardwoods all floors carpet bare floor see more,surface recommendation multisurface,voltage 100 volts,Handheld Vacuums,is electric,surface recommendation hard floor carpet & pet hair,voltage 216 volts,charging time,number of handles,surface recommendation hard floor carpet upholstery dual action,auto surface adjustment,auto cord rewind,automatic dust emptying,automatic cord rewind,adaptive power,automatic cord reel,bare floor cleaning mode,bagless,brush on indicator,docking capability,has garage kit,liftoff feature,has sealed filtration,spinning side brush,turbo brush,bumper protection,carpet detection,has carpet setting,debris bin safety lock,debris view window,has swivel steering,has variable speed control,debris compactor,has spinning brush head,debris bin release button,self standing,motorized brush,has charging stand,has mini powered brush,has multi floor brushroll,has battery life indicator,has heated hose,has extension wand,has motorized pet tool,debris bin liner included,has full bag indicator,has above floor cleaning,pet hair removal tool,has soft roller head,voltage 120 volts (ac),motor horsepower,surface recommendation all floors,voltage 259 volts,surface recommendation hard floors and carpets,maximum suction,hose length,battery description,number of speeds,battery type,surface recommendation carpet floors cars,Books,Science & Math,Chemistry,publisher,publication date,language,file size,simultaneous device usage,texttospeech,screen reader,enhanced typesetting,xray,word wise,sticky notes,print length,page numbers source isbn,voltage 5 volts,surface recommendation carpethardwood,volume,surface recommendation all floors carpet,voltage 225 volts,wattage 600 watts,number of wheels,item weight 7 pounds,surface recommendation carpet hard floor,measurement system,battery cell type,surface recommendation floorcarpetsengineered woods,voltage 18 volts,surface recommendation hard floor upholstery carpet bare floor,surface recommendation carpet,voltage 12 volts (dc),surface recommendation vacuum cleaners for home pet hair and wood floor upholstery shortpile carpet tile laminate floor apartment rv studio see more,surface recommendation hard floor lowpile carpet dual action,cable length,voltage 108 volts,surface recommendation upholstery carpet all floors hard floor hardwoods see more,Industrial & Scientific,Janitorial & Sanitation Supplies,Vacuums & Floor Cleaning Machines,Canister Vacuums,surface recommendation hard floors wood floor carpet upholstery rugs hardwood ceramic tile see more,voltage 222 volts,voltage 110 volts,surface recommendation all floors and lowpile carpet,manufacturer part number,surface recommendation  hot seller,surface recommendation carpets sofas stairs floor car seat gaps kitchen laptops see more,voltage 216 volts (dc),surface recommendation carpet  bare floor,surface recommendation all floorupholstery,surface recommendation hard floor carpet,voltage 18 volts (dc),voltage 500 volts,surface recommendation hard floor upholstery,voltage 120,package dimensions,voltage 235 volts,surface recommendation carpet hardwood & tile,voltage 144 volts,brand name,model info,compatible device,material type,material,compatible devices,reusability,surface recommendation carpet sofa bed,number of ports,warranty type,input voltage,battery cell composition,unit count,voltage,surface recommendation hardwood marble floor tile floor low pile rugscarpet pet hair car sofa stairswindowsill curtain ceiling wall corner see more,surface recommendation perfect for hard floors shortpile carpet hardwood floors pet hair car stair sofa bed curtain desk etc see more,voltage 259 volts (ac),surface recommendation hardwood floor lowpile carpet tile floor marble floor car see more,voltage 222,surface recommendation furniture,surface recommendation carpet hard floor wood floor tiles home any surfaces see more,surface recommendation hardwood carpet marble floor rugs tile floor,voltage 222 volts (dc),voltage 110120 volts,Robotic Vacuums,are batteries included,surface recommendation carpet hardwood hard surfaces,battery cell composition lithium ion,surface recommendation carpet hardwoodsmulti surface,surface recommendation hardwood floor carpet dual action,voltage 12 volts,surface recommendation laminate rugs carpet hardwood,surface recommendation hard floor wood floor rugs lowpile carpet,size,sound level,surface recommendation vacuum cleaner for home pet hair hard floors carpets(short pile) tile wood floor laminate apartment studio see more,surface recommendation all floorshard floorhardwoods,surface recommendation hard floor carpet all floors,surface recommendation carpets above floor & hard floor,surface recommendation hard floor low pile carpet tile wood floor,voltage 265 volts (dc),voltage 110 volts (dc),surface recommendation carpetfloor,surface recommendation countertops laptops baseboards drawers hard floor carpets sofas stairs windowsills car seat gaps and other crevice space see more,surface recommendation hard floor laminate hardwoods,surface recommendation bare floor upholstery,surface recommendation  hot new,surface recommendation carpet upholsteryfloor,surface recommendation hard floors shortpile carpet tile flooring marble flooring wooden flooring see more,surface recommendation hard floor area rug tile,voltage 36 volts,surface recommendation brass,surface recommendation hard floor car hardwoods all floors carpet,surface recommendation hard floor wood floor lowpile carpet,voltage 263,voltage 110 volts (ac),surface recommendation carpet hard floor upholstery all floors,surface recommendation hard floor shortpile carpet ceramic tile marble flooring engineered woods furniture see more,surface recommendation carpet hardfloor,surface recommendation easily for hard floors tiles stairs carpet beds sofas gaps curtains car etc great for clean pet hair coffee beans grains cat litter pet feces paper scraps flour dust etc see more,surface recommendation above floor carpets hard floors,surface recommendation hard floor hardwood rug lowpile carpet,voltage 296 volts,voltage 220,surface recommendation all floorsfabric surfaces keyboard,surface recommendation  top seller,voltage 3,surface recommendation all floorslowpile carpet rug hard floor hardwood tile marble stairs car sofaceramic see more,voltage 37 volts,voltage 24 volts,Tools & Home Improvement,Building Supplies,Building Materials,Flooring,Accessories,Grout Cleaner,handle material,specific uses for product,shape,surface recommendation,item firmness description,water resistant,finish type,maximum recommended load,finish types,voltage 100240 volts,Kindle Store,Kindle eBooks,Science Fiction & Fantasy,surface recommendation carpet and floor,voltage 27 volts (dc),surface recommendation all floorscarpet hard floorkeyboard,surface recommendation hard floor upholstery carpet,surface recommendation upholstery bare floor,surface recommendation hardwood floor lowpile and midpile carpet tile floor marble floor see more,surface recommendation hardwood floors rug laminate flooring shortpile carpets tile marble flooring vinyl pet hairs see more,surface recommendation metal,surface recommendation low pile carpet hard floors wood floor tile floor see more,surface recommendation hard floor carpet upholstery,connector type,mounting type,specification met,main power connector type,item weight 84 pounds,surface recommendation carpet hard floor upholestry hardwoods,Health & Household,Household Supplies,Laundry,Laundry Detergent,Liquid Detergent,material feature,item form,scent,material type free,#2137 in climate pledge friendly,Detergent Pacs & Tablets,#152 in climate pledge friendly,#7165 in climate pledge friendly,number of sets,#1550 in climate pledge friendly,#235 in climate pledge friendly,#15 in climate pledge friendly,with lid,is dishwasher safe,#418 in climate pledge friendly,#1225 in climate pledge friendly,#466 in climate pledge friendly,#182 in climate pledge friendly,#56 in climate pledge friendly,#1520 in climate pledge friendly,#1861 in climate pledge friendly,#600 in climate pledge friendly,Powder Detergent,#2604 in climate pledge friendly,#37 in climate pledge friendly,#3093 in climate pledge friendly,efficiency,upc,#743 in climate pledge friendly,formulation type,manufacturer recommended age,#1715 in climate pledge friendly,#224 in climate pledge friendly,#303 in climate pledge friendly,#1436 in climate pledge friendly,#847 in climate pledge friendly,#321 in climate pledge friendly,liquid volume,#5099 in climate pledge friendly,#1354 in climate pledge friendly,#6092 in climate pledge friendly,#1448 in climate pledge friendly,#592 in climate pledge friendly,#7113 in climate pledge friendly,#30 in climate pledge friendly,#1036 in climate pledge friendly,#1739 in climate pledge friendly,#4034 in climate pledge friendly,#410 in climate pledge friendly,#1254 in climate pledge friendly,#718 in climate pledge friendly,#109 in climate pledge friendly,#984 in climate pledge friendly,#2794 in climate pledge friendly,#874 in climate pledge friendly,#698 in climate pledge friendly,#1993 in climate pledge friendly,#1134 in climate pledge friendly,#125 in climate pledge friendly,skin type,mildewresistant,perfume,#610 in climate pledge friendly,exterior,#1046 in climate pledge friendly,#1450 in climate pledge friendly,#873 in climate pledge friendly,Fabric Deodorizer,#95 in climate pledge friendly,#1452 in climate pledge friendly,#7520 in climate pledge friendly,#149 in climate pledge friendly,Laundry Supplies,Dishwashing,Dishwasher Detergent,#213 in climate pledge friendly,#455 in climate pledge friendly,#402 in climate pledge friendly,#322 in climate pledge friendly,#66 in climate pledge friendly,#2161 in climate pledge friendly,Dish Soap,#2989 in climate pledge friendly,usage,#24 in climate pledge friendly,model,#1812 in climate pledge friendly,#7343 in climate pledge friendly,#281 in climate pledge friendly,#4128 in climate pledge friendly,#4370 in climate pledge friendly,#1717 in climate pledge friendly,#1319 in climate pledge friendly,#384 in climate pledge friendly,#497 in climate pledge friendly,#1555 in climate pledge friendly,#15598 in climate pledge friendly,#477 in climate pledge friendly,#1711 in climate pledge friendly,#2191 in climate pledge friendly,fabric type,#58 in climate pledge friendly,#2477 in climate pledge friendly,#387 in climate pledge friendly,#626 in climate pledge friendly,#415 in climate pledge friendly,#31 in climate pledge friendly,#3319 in climate pledge friendly,#21 in climate pledge friendly,#274 in climate pledge friendly,#5360 in climate pledge friendly,#489 in climate pledge friendly,#252 in climate pledge friendly,#174 in climate pledge friendly,Cleaning Tools,Mopping,Replacement Mop Pads,Buckets,Mops & Bucket Sets,handle type,head material,Replacement Heads,Household Cleaning,Floor Cleaners,Mop Handles,Wet & Dry Mops,Dust Mops,Dusting Tools,Refill Sponges,Mopping Supplies,Wet Mops,Dusting,Feather Dusters,Sponge Mops,Dust Mop Refill Pads,String Mops,exterior finish,lock type,package type,finish,cutting diameter,assembled diameter,style single,finish type polished,Squeegees,"Mystery, Thriller & Suspense",Thrillers & Suspense,Floor Cleaning Machines,Floor Polishers,surface recommendation hardwoods,Sweeping,Parts & Accessories,Dustpans,bristle type,style gripper,finish type painted,shelf type,number of shelves,room type,pattern,Replacement Mop Heads,surface recommendation wood hard floors carpet,sheet count,Cleaning Chemicals,All-Purpose Cleaners,refill,tickrepellent material,distinctive feature,"Steam Cleaners, Steam Mops & Accessories",Steam Mops,tank volume,item display dimensions,Brushes,style compatible,metal type alloy steel,theme,style mop handle,surface recommendation bare floors hard floors sealed wood floors,Brooms,Push Brooms,blade material,Angle Brooms,dishwasher compatible,bristle material,surface recommendation carpet rug hard floor,grip type,national stock number,total usb ports,voltage 111 volts (dc),Hand Brooms,Teen & Young Adult,item package dimensions l x w x h,package weight,suggested users,Bath,Bathroom Accessories,Toilet Accessories,Toilet Brushes & Holders,is foldable,weight limit,number of hooks,maximum weight recommendation,maximum weight capacity,handle type brace,Literature & Fiction,paperback,isbn10,isbn13,reading age,grade level,dimensions,thickness,Toilet Plungers & Holders,Appliances,Dryer Parts & Accessories,Replacement Parts,ul listed,total power outlets,item length,Kitchen & Dining,Dining & Entertaining,Dinnerware & Serveware,Serveware,Butter Dishes,closure material,Dishwashers,Countertop Dishwashers,Kitchen Cleaners,Dishwasher & Garbage Disposal Cleaners,Dishwasher Cleaners,Dishwasher Parts & Accessories,Politics & Social Sciences,#939 in climate pledge friendly,Hoses,controls type,model number,Flatware,Flatware Sets,product care instructions,is stain resistant,Baskets,certification,installation type,noise,cycle options,display type,water consumption,option cycles,operating frequency,"Arts, Crafts & Sewing",Crafting,Craft Supplies,Adhesives,Art Glues & Pastes,compatible material,Dishwasher Detergents,item volume,Washing Machine Cleaners,#5257 in climate pledge friendly,History,Americas,preprinted,Small Appliances,Mixers,Stand Mixers,material stainless steel,installation method,#920 in climate pledge friendly,Dinnerware,Bowls,Bowl Sets,occasion,seasons,is microwaveable,product name,Plumbing,"Pipes, Pipe Fittings & Accessories",Pipe Insulation,Storage & Organization,Racks & Holders,Dish Racks,Holders & Dispensers,Soap Dishes,#4260 in climate pledge friendly,Built-In Dishwashers,Rinse Aids,energy use,annual energy consumption,control console,Washer Parts & Accessories,Drain Pumps,Kitchen Utensils & Gadgets,Kitchen Accessories,Refrigerator Magnets,Baby Products,Feeding,Bottle-Feeding,Bottle Cleaning,Bottle Brushes,closure type,Small Appliance Parts & Accessories,Soda Maker Parts & Accessories,energy consumption,plug format,connector gender,input current,Bakeware,Baking & Cookie Sheets,Pet Supplies,Dogs,Feeding & Watering Supplies,Feeding Mats,target audience,Shears,blade length,blade edge,hand orientation,Cooking Utensils,Cooking Spoons,cartoon character,surface recommendation door,shape rectangular,Portable Dishwashers,maximum pressure,Cookware,Pots & Pans,Skillets,maximum temperature,is oven safe,has nonstick coating,Sauté Pans,diameter,Sports & Outdoors,Sports & Outdoor Recreation Accessories,Sports Water Bottles,cap type,age range (description),number of batteries,upper temperature rating,response time,additional product features,#1188 in climate pledge friendly,energy star,Kitchen Knives & Accessories,Knife Block Sets,construction type,blade color,Dinnerware Sets,collection name,material straw,shape round,Cats,Bowls & Dishes,Basic Bowls,target species,breed recommendation,Bakers & Casseroles,Casseroles,Food Storage,Food Containers,Containers,#2342 in climate pledge friendly,Food Service Equipment & Supplies,Restaurant Appliances & Equipment,Commercial Dishwashers & Dishwashing Equipment,Fruit & Vegetable Tools,Cleaning Brushes,manufacturer warranty,material stoneware,shape square,tray type,dryer power source,lighting,Sponges,#666 in climate pledge friendly,#1836 in climate pledge friendly,Bake & Serve Sets,#737 in climate pledge friendly,#73 in climate pledge friendly,Glassware & Drinkware,Wine & Champagne Glasses,Wine Glasses,material silicone,#685 in climate pledge friendly,#790 in climate pledge friendly,#5988 in climate pledge friendly,#99 in climate pledge friendly,Cutting Boards,Liquid Fabric Softener,product benefits,#7289 in climate pledge friendly,Dryer Sheets,#9093 in climate pledge friendly,Stain Removers,#320 in climate pledge friendly,#1445 in climate pledge friendly,#151 in climate pledge friendly,#8353 in climate pledge friendly,Health Care,Alternative Medicine,Aromatherapy,Mists & Hydrosols,#3820 in climate pledge friendly,#16029 in climate pledge friendly,oem part number,#135 in climate pledge friendly,#11227 in climate pledge friendly,#1373 in climate pledge friendly,Starch & Anti-static Sprays,#9305 in climate pledge friendly,#5413 in climate pledge friendly,#413 in climate pledge friendly,#345 in climate pledge friendly,Beauty & Personal Care,Hair Care,Shampoo & Conditioner,Conditioners,hair type,model year,sport type,#2138 in climate pledge friendly,Dryer Balls,#2611 in climate pledge friendly,#3525 in climate pledge friendly,#29 in climate pledge friendly,#452 in climate pledge friendly,#10168 in climate pledge friendly,Bleach,#857 in climate pledge friendly,#5271 in climate pledge friendly,#499 in climate pledge friendly,#3135 in climate pledge friendly
2,B0C86FQJJY,"dirt devil multi-surface total pet+ upright bagless vacuum cleaner, black",88.99,,False,4.3,230.0,experience a highperformance clean on hard floors and carpets with the dirt devil multisurface total pet+ upright vacuum use max power™ technology to capture large debris fine particles and deeply embedded dirt powerpass™ technology reduces vacuuming time by preventing dust and dirt from scattering across hard floors the versatile pet tool kit is designed to help easily remove pet hair throughout the home using versatile tools and extra cleaning reach the 4level height adjustment helps to smoothly transition between varying floor types with the turn of a dial the included 12 extension wand 11 2in1 crevicedusting brush pet upholstery tool and turbo tool™ help target messes for abovefloor cleaning with click lock™ tool security tools are locked into place so they wont fall off and are easily accessible in the middle of cleaning once finished easily empty the large dirt cup with a onetouch button clean faster with max power technology get more suction and superior pick up in each pass,visit the dirt devil store,1.0,1.0,1.0,1.0,"['maxpower technology maximum suction power for a faster more efficient clean while preventing potential clogging', 'pet tool kit eliminate pet hair around the home with the included versatile tools and extra reach', 'powerpass technology reduces vacuuming time by helping prevent dirt and dust from scattering across hard floors', '8ft cleaning reach capture dust debris and crumbs from all over with the extension wand and flexible hose', 'large easy empty dirt cup easily empty dirt and debris from the dirt cup with one touch of a button']",dirt devil,maxpower technology powerpass technology & pet tool kit,2in1 crevice & dusting tool pet upholstery tool extension wand and turbo tool,no,15 liters,upright,black,multisurface total pet+,1313l x 1125w x 315h,8 amps,dirt devil,1,push button,touch,multisurface total pet+,178 pounds,vietnam,ud76400v,8126.0,no,power source corded electric,item weight 178 pounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B0CKPH32B1,"cordless vacuum cleaner, 25kpa powerful suction stick vacuum, 40mins runtime detachable battery, 3 power modes & led display, 6 in 1 lightweight vacuum for hardwood floor carpet pet hair",,oiiwns,True,4.8,158.0, powerful suction cordless vacuum cleaner,brand oiiwns,1.0,1.0,1.0,,"['powerful 25kpa suction power & three modesthe cordless vacuum cleaner generates highspeed airflow with an upgraded 250w powerful motor which is very energysaving and efficient generates less heat and makes less noise 3 gears suction adjustment and provides up to 25kpa suction in maximum mode from deep cleaning carpet dust cat litter dog food crumbs pet hair and marble tile and hardwood floor', 'led display a glance the vacuum cleaner cordless is equipped with an led display at a glance which helps you know the current performance of the vacuum cleaner at a glance the led control panel allows you to easily adjust the vacuum power which is more convenient and worryfree than traditional button operation the control panel displays battery level suction performance brush clogged alarm and suction clogged alarm', 'efficient filtration & extra filterstick vacuum cleaner with allnew cyclone technology and highdensity meshing captures the smallest particles on flat surfaces with up to 9999 efficiency of fine particles as small as 01um comes with 2 hepa washable filters to prolong the life of the vacuum cleaner effectively prevent dust accumulation and deliver fresh air making your home more environmentally friendly', 'detachable battery & longlasting runtimewith a largecapacity detachable battery the cordless vacuum cleaner can provide an outstanding cleaning performance for up to 40 minutes in standard suction mode which is advantageous for cleaning larger areas or multiple rooms without the need for frequent recharging two charging mode the charging cable is directly inserted into the cordless stick vacuum or the battery is charged separately', 'lightweight & flexible led brush head this stick cordless vacuum cleaner with led headlights to illuminate furniture in the dark corner preventing you from missing any spots with a flexible 180swivel sideways and 90up and down it glides easily into tight spaces such as under low furniture or around obstacles removing dust debris and hair with ease', '6 in 1 versatile cleaningthis lightweight vacuum comes with a 2in1 brush a sofa brush and an extendable metal tube that easily converts into a handheld vacuum cleaner to help you clean stairs sofas desks cars and more the extendable tube is perfect for cleaning high places like curtains and ceilings the lightweight portable vacuum cleaner design make onehanded operation effortless', 'giftworthy a portable cordless vacuum cleaner with these features can make an excellent gift especially for individuals who have pets pet owners often deal with pet hair and other messes that can be challenging to clean thoroughly a versatile and lightweight vacuum cleaner can be a valuable tool for pet owners helping them maintain a clean and tidy living space']",oiiwns,25 kpa powerful suction & 250w upgraded motor led smart display 5 layer sealing filtering system 999 effective filtration 12l dust cup & washable hepa and filter detachable battery & 40 mins runtime lightweight body with vshaped led brush head see more,1*cordless vacuum main motor 1*sofa brush 1*2 in 1 brush tool 1*battery pack 1*power adapter 2x hepa filter 1*wall mounted dock & screws & anchors see more,yes,12 liters,stick,blue,a27,17l x 1002w x 78h,,oiiwns,1,push button,touch,,6 pounds,,a27,8336.0,yes,,,1.0,hepa filter,250 watts,40 minutes,70 db,yes,1 lithium polymer batteries required (included),sofa hard floor desktop car carpet,power source 250,item weight 6 pounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B0BK8GSMJ9,"efshree vacuum cleaner, 17kpa powerful suction with 600w motor, 4 in 1 lightweight handheld corded stick vacuum for pet hair hard floor and carpet",35.99,efshree vacuum cleaner,False,3.9,25.0, efshree vacuum cleaners are a musthave for effective and timesaving cleaning around the house a good vacuum cleaner should naturally offer powerful suction a good grip and a compact design to help you store it anywhere possible still it can get a bit tricky to pick which works best for you once you start to delve into all the different types of models brands and accessories each vacuum comes with this vacuum is right one for your home,visit the efshree store,1.0,1.0,1.0,,"['high efficiency filtration system the vacuum cleaner uses an upgraded hepa filtration system that captures large particles and 9999 of fine dust as small as 07um improving air quality so your family can have a fresh and safe environment', 'extreme suction power the unprecedented 600watt motor generates powerful suction up to 17kpa to capture pet hair cat litter pet food and other debris for a perfect cleaning experience', 'easy to use easy to operate one button to use the vacuum cleaner easily dust removal capacity 07l hepa filter can be cleaned with water more energysaving (to ensure the dust removal effect of the vacuum cleaner the filter needs to be replaced two to three times a year)', 'lightweight the main motor is only 29 pounds and the ergonomic handle can be used with just one hand it is easier to use for the elderly children and pregnant women it can be easily converted into a portable handheld vacuum cleaner for easy cleaning on the floor and can reach tight spaces stairs and even car interiors', 'multiangle floor brush this corded vacuum cleaners floor brush not only rotates 180 sideways and 90 up and down to keep every corner clean allowing you to clean dirt from furniture and under beds']",efshree,hepa,brush,no,07 liters,stick,black,jl903,22l x 11w x 33h,,efshree,1,push button,touch,,39 pounds,china,jl903,242708.0,no,,,1.0,hepa filter,600 watts,,80 db,,,,,,power source corded electric,item weight 39 pounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
